Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Cabo Verde,CPV,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,87.536278816938
Cabo Verde,CPV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10242.1532011212
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.059
Cabo Verde,CPV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cabo Verde,CPV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.3482854136693
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,522331
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,95
Cambodia,KHM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.6290788072508
Cambodia,KHM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.5184168292817
Cambodia,KHM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,7.81289675407201
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7430.73085709837
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.668
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.1809128340295
Cambodia,KHM,"Population, total",SP.POP.TOTL,17423880
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,72
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.1286878511388
Cameroon,CMR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,21.7495498286128
Cameroon,CMR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,22.8464876533836
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5410.76921937642
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.7
Cameroon,CMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cameroon,CMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.83907623667935
Cameroon,CMR,"Population, total",SP.POP.TOTL,28372687
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.5250564408346
Canada,CAN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.46189467887988
Canada,CAN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,12.8027235232881
Canada,CAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,64219.3173928637
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6465853658537
Canada,CAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Canada,CAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Canada,CAN,"Population, total",SP.POP.TOTL,40083484
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Cayman Islands,CYM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Cayman Islands,CYM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,21.2473874876978
Cayman Islands,CYM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,7.84611267458966
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,88427.7866712691
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.358
Cayman Islands,CYM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cayman Islands,CYM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.57024002075195
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,73038
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.6
Central African Republic,CAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.6983692134165
Central African Republic,CAF,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.5071342295585
Central African Republic,CAF,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1.35240099123738
Central African Republic,CAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1257.09435717114
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.408
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Central African Republic,CAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.82995911310419
Central African Republic,CAF,"Population, total",SP.POP.TOTL,5152421
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,12
Chad,TCD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.3305395171046
Chad,TCD,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Chad,TCD,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2700.36055335878
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.069
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.20149725837724
Chad,TCD,"Population, total",SP.POP.TOTL,19319064
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Channel Islands,CHI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.7554337975051
Channel Islands,CHI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Channel Islands,CHI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Channel Islands,CHI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1
Channel Islands,CHI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Channel Islands,CHI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,167691
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.8158617217972
Chile,CHL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,11.8966755276116
Chile,CHL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,22.1865500856767
Chile,CHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33145.403552025
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.167
Chile,CHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Chile,CHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Chile,CHL,"Population, total",SP.POP.TOTL,19658835
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.5301448035523
China,CHN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.98411591719164
China,CHN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2.45628079906291
China,CHN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25179.1193066383
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.953
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.00127983093262
China,CHN,"Population, total",SP.POP.TOTL,1410710000
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.275571579544
Colombia,COL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,14.4323873930124
Colombia,COL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,15.7216530157287
Colombia,COL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21246.3762695201
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.725
Colombia,COL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.4625553716428
Colombia,COL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Colombia,COL,"Population, total",SP.POP.TOTL,52321152
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.8
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.1502180946901
Comoros,COM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,42.0679880779038
Comoros,COM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,88.5424530520686
Comoros,COM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3811.65084882413
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.777
Comoros,COM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Comoros,COM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.34146896682989
Comoros,COM,"Population, total",SP.POP.TOTL,850387
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,22.1
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.3754734892194
"Congo, Dem. Rep.",COD,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,4.76738036029683
"Congo, Dem. Rep.",COD,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,0.631252576879563
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1730.62228877694
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.895
"Congo, Dem. Rep.",COD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,105789731
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.3
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.6626757615625
"Congo, Rep.",COG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,21.2405849167454
"Congo, Rep.",COG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,0.173192941619293
"Congo, Rep.",COG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6850.27770621099
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.772
"Congo, Rep.",COG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Congo, Rep.",COG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.34005209256916
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,6182885
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.8819393641702
Costa Rica,CRI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.3217397162158
Costa Rica,CRI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,32.790841827007
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28908.7688743191
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.799
Costa Rica,CRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5105525
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.4
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.4075201638704
Cote d'Ivoire,CIV,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.8590606859451
Cote d'Ivoire,CIV,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,44.2799487358773
Cote d'Ivoire,CIV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7237.18170740909
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.944
Cote d'Ivoire,CIV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cote d'Ivoire,CIV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.42617011070252
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,31165654
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.2431560672198
Croatia,HRV,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.9255559042201
Croatia,HRV,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,15.9899527077402
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47759.6982995339
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.4731707317073
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Croatia,HRV,"Population, total",SP.POP.TOTL,3859686
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.1259872296321
Cuba,CUB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Cuba,CUB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.085
Cuba,CUB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Cuba,CUB,"Population, total",SP.POP.TOTL,11019931
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.4080929292235
Curacao,CUW,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Curacao,CUW,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30651.5885510423
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8
Curacao,CUW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Curacao,CUW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.30074159005788
Curacao,CUW,"Population, total",SP.POP.TOTL,154654
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.6739477522639
Cyprus,CYP,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.7883761063365
Cyprus,CYP,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,21.4166383566941
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,59874.5703125
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.648
Cyprus,CYP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,1344976
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Czechia,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.7352388396817
Czechia,CZE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,6.34988888247925
Czechia,CZE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,5.28727634076273
Czechia,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55761.3798291375
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.8780487804878
Czechia,CZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Czechia,CZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Czechia,CZE,"Population, total",SP.POP.TOTL,10864042
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.552638542867
Denmark,DNK,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,14.3122840682596
Denmark,DNK,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,18.0143792178322
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,77892.2932609904
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8536585365854
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5946952
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.2
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.8408245988921
Djibouti,DJI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,38.5612340185621
Djibouti,DJI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,41.4702982972354
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7225.8387957249
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.987
Djibouti,DJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Djibouti,DJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,1152944
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.1105011438027
Dominica,DMA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,25.1599497894216
Dominica,DMA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,41.2177443026409
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20285.9821663707
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.132
Dominica,DMA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.69423746286593
Dominica,DMA,"Population, total",SP.POP.TOTL,66510
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.3577991823338
Dominican Republic,DOM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,17.1912167437314
Dominican Republic,DOM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,23.1304958056263
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25839.9356687607
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.72
Dominican Republic,DOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94.3123758236054
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.7606477375256
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,11331265
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.1307729554263
Ecuador,ECU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.0250450479146
Ecuador,ECU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,50.6682635226331
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15918.5162948773
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.392
Ecuador,ECU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.89365005493164
Ecuador,ECU,"Population, total",SP.POP.TOTL,17980083
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.7098115041919
